Fire_Size,Fire_Size_Class,Fire_Cause,Latitude,Longitude,State,Discovery_Month,Discovery_Date,Discovery_Year,Vegetation,Fire_Magnitude,Temp_Pre_30,Temp_Pre_15,Temp_Pre_7,Temp_Present,Wind_Pre_30,Wind_Pre_15,Wind_Pre_7,Wind_Present,Hum_Pre_30,Hum_Pre_15,Hum_Pre_7,Hum_Present,Prec_Pre_30,Prec_Pre_15,Prec_Pre_7,Prec_Present
4,B,Debris Burning,34.51667001,-82.15,SC,Sep,8/6/2005,2005,16,0.1,25.0408805,24.92873563,25.11538462,23.38295165,1.630922432,1.994252874,2.515384615,2.266412214,79.34189944,76.17745803,71.65384615,66.68717949,39.6,8.5,2.1,0.3
508,E,Missing/Undefined,43.773611,-88.491944,WI,Apr,3/29/2003,2003,9,10,5.422031474,9.469740634,8.535714286,12.42279942,4.660515021,4.968876081,4.238690476,3.828282828,63.96974063,58.07492795,48.54761905,63.92139738,50.3,26.9,3.8,99
20,C,Arson,31.4781,-89.6931,MS,Jun,5/16/2002,2002,12,1,23.07392996,25.9348249,26.1511879,23.6079096,1.421206226,1.0692607,1.257883369,1.329152542,68.6317584,73.25073171,74.47505423,76.20317821,41.5,0.8,0.8,15.9
1,B,Debris Burning,35.3167,-78.1,NC,Mar,2/7/2002,2002,15,0.1,9.753585398,9.214285714,10.3964497,15.2686747,3.661538462,3.708516484,3.69704142,3.815180723,61.2442953,57.70338983,63.45283019,69.34754522,55.8,29,27,130.8
2.17,B,Miscellaneous,43.28220785,-75.82579016,NY,Apr,3/30/2010,2010,9,0.1,9.135443038,7.803587444,7.854545455,13.56508121,3.16329849,3.077578475,3.045959596,3.020765661,67.70365535,68.49131514,69.08743169,68.40074906,39.3,25.8,1.1,73.3
13.36,C,Arson,32.65326185,-83.43546837,GA,Apr,3/10/2007,2007,12,1,16.86391153,17.66361446,15.19802956,18.7410817,2.544121071,2.817590361,3.494581281,2.852934407,67.16109046,67.27525253,63.1827957,64.95498783,10.7,8.4,8.4,38.9
20,C,Arson,34.67909999,-95.50848002,OK,Feb,1/29/2004,2004,16,1,4.157356322,6.550252525,8.03015873,13.92620614,3.575086505,3.526262626,3.703174603,4.339692982,69.47412756,65.57506361,64.96296296,66.18953488,41.8,13.3,12.5,35.1
1.17,B,Equipment Use,30.78961134,-83.47470829,GA,Mar,2/19/2009,2009,12,0.1,13.9709571,16.81556017,17.7,17.61773399,1.98129813,1.602697095,2.11826087,2.847487685,69.31133113,74.65767635,76.90869565,73.69261084,35.1,16.6,16.6,269
1,B,Arson,43.17635235,-77.61052715,NY,Aug,7/14/2003,2003,9,0.1,21.10706422,21.65820106,21.66622517,22.92666667,2.860733945,2.327336861,2.116225166,1.023333333,78.13176471,82.25179856,86.71276596,76.41176471,250,164,89.7,1
6,B,Debris Burning,32.64636,-80.85858,SC,Mar,2/23/2009,2009,12,0.1,12.85706522,14.43885481,12.81770335,17.43564155,2.810652174,2.291820041,2.244976077,3.606822811,74.15545755,78.48016701,72.92156863,74.03134796,102.3,6.7,0.3,223.2
5,B,Lightning,36.91305999,-106.6536,NM,Aug,7/9/2000,2000,0,0.1,18.58162791,18.47904762,19.1494898,16.92553699,3.018023256,3.018571429,3.070408163,3.086038186,45.80905753,45.03809524,42.48979592,50.32696897,17.1,4.6,1,51.5
3,B,Arson,38.20960809,-82.15267879,WV,Nov,10/14/2009,2009,0,0.1,10.16879562,10.81482213,11.24078947,6.108281389,1.976111111,2.020564516,1.963716814,2.320483005,71.43844697,63.6097561,55.4159292,71.42607897,130.1,51,8.2,36.1
10,C,Missing/Undefined,31.544552,-89.854401,MS,Feb,1/10/2008,2008,12,1,8.517915309,9.949026877,13.9702381,10.68384401,2.678875878,3.062136832,3.45694165,2.678295669,69.77517564,68.6579194,68.76458753,67.84227872,167.6,105.4,6.6,128.8
17.5,C,Arson,33.6075,-85.2867,GA,Feb,1/2/1998,1998,16,1,8.951399116,6.375,6.359477124,8.631868132,3.22352071,3.084821429,2.735947712,3.761675824,76.68837209,73.52063492,69.77697842,71.17829457,61.2,12.7,10.2,154.4
1,B,Debris Burning,33.4533,-89.1447,MS,Nov,10/24/2002,2002,16,0.1,13.17277228,12.10019646,10.37966805,7.376525822,2.651015354,2.992133727,2.655394191,2.685150376,77.0485,71.37747036,69.82463466,67.97462406,92.7,16.2,16.2,234.4
150,D,Debris Burning,27.29,-81.06,FL,Feb,1/3/1992,1992,12,3,17.92723735,19.58898305,21.19710145,20.12307692,2.122568093,2.361864407,2.057971014,1.995604396,72.33467742,75.22807018,80.14925373,74.03053435,7.3,7,3,88
1,B,Miscellaneous,35.26833,-87.27999997,TN,Feb,1/15/2006,2006,15,0.1,7.225511198,4.697011952,2.042561983,10.72448513,3.583446933,3.45498008,3.708677686,3.774713959,72.97308076,72.90818363,71.73443983,64.10882016,216.4,56.9,21.8,45.8
100,D,Missing/Undefined,35.17860031,-103.5337982,NM,Mar,3/1/1999,1999,15,3,14.78082192,14.78082192,14.57042254,20.59763314,2.615068493,2.615068493,2.58028169,2.842998028,65.40310078,65.40310078,66.464,69.54436451,5.1,5.1,5.1,33.1
13,C,Missing/Undefined,35.49832998,-94.75749998,OK,Jul,6/6/2006,2006,15,1,25.03961187,25.24885845,26.72768362,29.13763021,3.485257143,3.305263158,3.453977273,3.951953125,66.09178744,65.55528846,60.88068182,56.76822917,94.9,70.1,8.4,31.7
2.3,B,Lightning,30.76282794,-82.98410406,GA,Aug,7/7/2007,2007,12,0.1,26.08659898,25.22081031,25.35679443,27.21503198,1.600913706,1.765009208,1.637979094,1.202558635,77.82299084,80.83548983,85.02097902,76.84047109,81.6,47.8,10.7,35.1
2,B,Arson,37.4717,-83.5678,KY,Feb,1/19/1997,1997,0,0.1,2.802641879,1.959265442,0.795955882,9.154453627,2.781213307,2.38130217,2.570220588,3.255463728,73.39726027,80.03017241,74.07352941,66.56644144,88.5,38.7,10.2,278.3
1,B,Powerline,32.589068,-96.325722,TX,Sep,8/3/2014,2014,12,0.1,29.26456996,29.44850746,28.49396985,26.1646988,3.335180412,3.58675,3.284924623,3.071723301,64.34883721,65.16331658,68.49238579,67.83658537,23.8,23.3,23.3,16.8
48.4,C,Debris Burning,48.7929,-118.8518,WA,Apr,3/9/2015,2015,15,1,8.79620915,8.711842105,6.512716763,11.80290456,2.999736842,3.014095745,2.735465116,3.610570236,61.19894598,57.91489362,51.56395349,43.03059805,23.8,1.6,0.3,3.3
1.5,B,Miscellaneous,32.70388888,-116.5980556,CA,Feb,1/23/2006,2006,12,0.1,14.14768722,15.08610422,12.06951872,12.89919436,2.364317181,2.687841191,3.046524064,2.96143001,56.98451327,46.195,59.10695187,64.09466264,2.8,2.8,2.8,68.9
4.1,B,Debris Burning,33.7958,-85.2275,GA,Apr,3/3/1998,1998,16,0.1,10.06810345,13.58985507,19.25677419,14.51436541,2.967528736,2.748405797,2.717419355,2.379497908,66.91114458,70.12025316,64.81208054,70.9040404,141.9,40.3,19.3,214.2
48,C,Missing/Undefined,36.35,-92.33333,AR,Nov,10/21/2013,2013,0,1,10.81097695,10.0083151,10.33172043,2.145315315,1.963916392,2.234065934,2.776756757,1.960685302,70.38505096,66.57847534,56.08196721,74.38409311,72.3,39.1,1.5,94.5
20,C,Arson,35.4256,-92.5306,AR,Apr,3/2/2002,2002,15,1,9.201398601,10.72676056,12.30674847,16.56521739,2.64951049,2.437746479,2.514723926,1.828804348,66.48203593,70.24920128,72.28846154,71.60104302,66.4,49.4,1.6,89.6
1.1,B,Miscellaneous,39.56942,-77.43763,MD,Apr,3/20/2008,2008,0,0.1,7.678702703,9.595445545,11.58529412,13.07118812,3.915783784,3.19960396,3.315686275,3.232309217,63.79236813,69.62939959,50.33823529,73.77412731,74.8,45.8,27.2,265.5
700,E,Miscellaneous,35.5367,-95.4822,OK,Aug,7/17/2012,2012,15,10,30.26151866,29.60414508,26.32643678,25.87717391,3.71056701,3.670649351,3.613218391,3.679347826,50.35075653,50.48395722,57.05232558,64.44736842,59,20.9,20.9,10.2
3,B,Arson,35.12023,-93.71452998,AR,Jul,7/1/2006,2006,15,0.1,27.07630923,27.85498783,26.32184466,27.22828508,1.256857855,1.210705596,1.224757282,1.136859688,67.1289507,66.13613861,72.91457286,72.91098266,53.8,41,35.4,62.7
1,B,Miscellaneous,36.34194444,-119.4211111,CA,Apr,3/19/2007,2007,0,0.1,15.43851508,16.10325581,13.86481113,18.56976744,2.461299304,2.748744186,3.120079523,2.657395349,60.46542923,56.21674419,57.02385686,51.0944186,9.7,0.3,0.3,10.3
21.86,C,Arson,34.13816557,-85.38746397,GA,Aug,7/31/2006,2006,16,1,25.92592251,25.08770764,25.87477876,21.0556338,1.106215213,0.926711185,0.970089286,1.076725664,74.92112676,78.60647359,74.75446429,77.78994614,128.6,108.4,7.2,232.9
1.2,B,Equipment Use,31.72604654,-83.93603056,GA,Apr,3/7/2007,2007,12,0.1,18.32857143,20.77572115,20.59563107,18.62902408,2.267587035,2.392067308,3.07815534,2.934980989,64.45421687,66.64182692,69.13106796,56.78453739,20.1,18.8,18.8,53.6
110.4,D,Lightning,45.25945,-88.44647,WI,May,4/26/2014,2014,9,3,8.897452524,11.4497683,13.77797619,19.54930556,4.248679944,3.439017609,3.206746032,2.382638889,71.71142578,67.01477833,69.03298969,77.07801418,49.7,34.9,16.5,3.6
12,C,Debris Burning,32.66388999,-94.78916997,TX,Mar,2/12/2005,2005,12,1,13.40672963,12.52915663,15.41222222,15.31722158,2.859927798,2.434085213,3.338414634,4.157894737,67.86165049,65.01515152,52.41463415,68.95621302,53.8,11.3,2.4,91.7
3,B,Equipment Use,30.73,-81.97,FL,Mar,2/8/1998,1998,12,0.1,14.9219591,16.00113122,15.20374332,16.57809633,3.991496233,3.979638009,3.804278075,3.509288991,74.61714286,73.47606383,74.05142857,73.16846361,282.1,137.9,27.7,33.2
20,C,Debris Burning,37.63044404,-91.47143655,MO,Feb,1/23/1995,1995,0,1,12.10749703,12.365767,12.28109975,11.71475232,8.760196575,8.478326695,8.447029946,8.477721717,78.75172661,78.80437978,79.05283363,78.21589174,626,363,9,129.5
10,C,Arson,30.385,-89.1689,MS,Oct,9/1/2006,2006,12,1,25.21324582,24.61980907,22.64388889,20.98986928,2.492004773,2.731026253,2.268333333,3.02037037,73.1575179,71.83770883,67.73888889,74.10011123,126.2,38.5,32.2,90.4
20,C,Arson,33.0575,-93.4056,AR,Mar,2/1/2000,2000,16,1,13.80905233,16.55932203,17.34337349,16.40197461,3.339321075,3.947457627,4.128313253,3.175388967,67.08862629,68.40857143,69.36746988,71.14939024,39.4,38.9,37.1,195.4
1,B,Debris Burning,41.93165588,-103.5403061,NE,Oct,9/5/2009,2009,15,0.1,14.23997494,10.7286445,8.858602151,2.492251595,4.189849624,4.779283887,5.552150538,4.524178832,59.25728771,55.25641026,51.75806452,74.94106814,12.7,6.5,0.8,41.6
1,B,Debris Burning,34.31533276,-92.85088124,AR,Nov,10/13/2006,2006,16,0.1,13.70803662,13.48172043,14.37552743,8.610302352,2.505696846,2.389677419,2.465822785,2.318701008,74.90441176,71.8722467,75.9380531,68.75660161,146.4,67.9,60.8,89.5
3,B,Railroad,30.6572,-84.9881,FL,Feb,1/27/2002,2002,12,0.1,11.70692194,11.34502924,12.09876543,13.8368336,2.505315615,2.029239766,2.22962963,2.813247173,56.83478261,49.79472141,53.50931677,60.17266187,4.1,0.3,0.3,77.1
5,B,Equipment Use,32.23250078,-97.23528331,TX,Aug,7/9/2009,2009,12,0.1,29.7591922,29.18637627,29.8610338,28.76274419,3.800603528,3.658572753,3.803180915,3.825255814,55.47725162,59.66821131,58.08747515,55.46465116,11.5,4.6,1.8,13.6
2,B,Debris Burning,33.78497,-81.98895,SC,Nov,10/22/2007,2007,16,0.1,15.80396635,13.75178082,15.37745665,12.95459579,2.557091346,2.30109589,2.511560694,2.674972315,59.42770352,48.68219178,51.95375723,64.03833145,16.1,0.5,0.5,68.8
18,C,Lightning,30.43189,-93.6608,LA,Feb,1/26/2010,2010,12,1,9.44937355,8.585925926,10.97460317,13.49429764,2.989141531,2.731666667,2.712896825,2.715584416,74.06769374,70.75185185,76.05555556,70.03109049,60.7,28.7,0.5,41.6
0.89,B,Arson,31.85432035,-81.43669175,GA,Feb,1/8/2009,2009,12,0.1,9.823380829,11.0254469,6.401234568,11.87406143,2.031088083,1.912723449,2.274485597,2.504526046,75.0224525,79.68202765,66.57641921,73.4217348,34.5,10.7,2.3,91.7
5,B,Arson,30.3981,-88.4494,MS,Jul,6/11/2006,2006,12,0.1,25.68086867,25.81983471,25.93830645,26.38932238,1.478283351,1.416735537,1.481854839,1.210164271,76.04239917,75.8946281,80.4233871,80.69989723,65.3,14.3,14,125.1
7,B,Missing/Undefined,35.28997,-95.36245,OK,Feb,1/10/2008,2008,15,0.1,2.918253968,5.147669492,7.772685185,4.871966527,4.443246311,4.81059322,4.857407407,4.957486911,70.75172414,73.32613391,72.40465116,70.42602892,25.2,21.6,17,76.1
1.1,B,Debris Burning,31.8657,-92.21872,LA,Sep,8/2/2013,2013,12,0.1,25.91171171,24.72543554,25.24326531,24.75556561,0.988918919,0.790418118,0.810204082,0.931312217,79.13525699,80.40243902,77.88571429,77.62952899,73,14.9,2.5,97.7
1,B,Debris Burning,47.0016,-122.80464,WA,Mar,2/25/2002,2002,15,0.1,3.883604986,4.537749546,6.020779221,7.628415301,3.201342282,3.576406534,2.575324675,3.211384335,80.24704619,83.48305085,75.28571429,79.32517839,224.3,169.3,44.4,197.2
10,C,Debris Burning,45.62524,-94.06016,MN,Apr,3/27/1993,1993,15,1,4.469444444,6.183888889,7.498809524,12.37333333,3.965280665,4.574166667,4.9875,3.780165289,56.45824411,53.41772152,47.4375,58.29978118,60,27,2,110.3
1.25,B,Miscellaneous,42.7868,-73.9709,NY,Apr,3/15/2014,2014,4,0.1,3.29826484,6.682363636,9.233070866,11.34734345,4.363196347,4.170545455,3.835826772,4.315085389,59.92575619,62.34798535,59.372,57.89078822,118,72.2,11.4,133.2
4,B,Debris Burning,34.84625,-77.58073,NC,Mar,2/7/2009,2009,16,0.1,7.770422535,6.463713478,6.850715746,13.33008763,2.984593706,2.758018868,3.164959016,3.327631579,63.65923113,65.82375479,65.18069815,69.79488441,63.3,34.4,31.8,34.9
2,B,Debris Burning,34.15880998,-82.35635001,SC,Feb,1/9/2007,2007,16,0.1,5.337112172,3.619852941,3.158333333,9.105734767,3.157875895,3.5375,3.652777778,3.235961768,63.68680641,55.55808081,61.5,57.57352941,57.9,26.2,25.9,112.5
30,C,Debris Burning,33.32721999,-95.22694,TX,Aug,7/24/2003,2003,16,1,28.01354507,27.99059266,29.69277108,24.22085308,3.114446003,2.571442036,2.248088531,3.417252852,64.35063114,64.52780396,60.93561368,70.92673644,33.5,13.2,13.2,150.4
2,B,Debris Burning,36.899281,-83.733398,KY,Dec,11/1/2014,2014,0,0.1,4.385778275,3.427437326,11.2794702,4.923177367,1.70106383,1.747214485,2.662251656,1.25250272,71.79631829,69.19546742,65.81456954,80.24289855,78,32.5,7.1,52.6
3,B,Smoking,34.27909,-81.63404998,SC,Mar,2/2/2007,2007,16,0.1,7.889883721,10.67461369,12.10886076,14.90627401,3.411860465,3.802428256,3.669620253,2.583482714,59.54501801,61.83027523,67.66071429,60.9672346,131.8,98.8,90.9,19
1,B,Children,33.828106,-117.287512,CA,Nov,10/5/2010,2010,16,0.1,15.77886634,14.92630835,15.56289593,10.9906221,2.130440868,2.157567185,1.878733032,2.018848654,75.23076923,73.88246269,53.91878173,59.76826484,15.7,9.9,2,16.8
4,B,Lightning,26.73,-80.19,FL,May,4/26/2000,2000,12,0.1,25.06820276,26.15194508,26.06813725,27.19482201,4.412788018,3.948512586,3.939215686,4.192324324,69.36989498,73.16666667,71.55,73.84972973,11.2,9.6,7.6,152.5
0.75,B,Debris Burning,48.6419,-119.1895,WA,Aug,7/22/2015,2015,15,0.1,24.51089109,24.85395034,24.7391129,19.07429806,3.619006211,3.82239819,4.138461538,4.384078517,31.13664596,32.30542986,32.55060729,38.39803708,7.5,2.1,2.1,2.3
1,B,Debris Burning,34.0656,-93.2442,AR,Sep,8/15/1997,1997,16,0.1,27.80492424,26.90601504,26.53719008,24.38289963,3.547916667,3.309022556,3.315702479,3.527881041,57.41176471,56.9924812,54.47933884,61.80157171,3.6,1,1,181.4
3,B,Equipment Use,33.65749999,-81.67888997,SC,May,4/7/2007,2007,16,0.1,18.21251448,21.56658711,21.46666667,22.30318021,3.2603708,2.871121718,2.892694064,3.382096584,56.09367681,57.75121951,62.91509434,59.33894231,63.3,9.9,8.1,76.8
1,B,Debris Burning,39.16694444,-120.9930556,CA,Apr,3/5/1995,1995,0,0.1,2.581612903,0.915418502,6.248192771,4.009654562,2.845680346,2.583920705,3.275301205,2.916947649,73.48504274,75.74390244,73.57961783,72.46441496,449.6,143.6,0.3,205
135,D,Arson,31.1367,-88.0314,AL,Mar,2/6/1999,1999,12,3,14.43326425,13.34849188,14.46682243,16.27014925,3.659274611,4.013457077,4.248130841,3.5960199,72.55378486,69.39086294,69.5177665,74.92633015,12.5,4.3,3.3,22.5
5,B,Arson,36.055,-84.64999997,TN,Mar,2/6/2006,2006,0,0.1,5.162196679,8.606321839,9.157608696,11.06428571,1.788250319,1.788793103,2.313586957,2.14,63.15214564,59.87761194,57.41208791,61.12529833,40.5,22.9,3.8,95.5
6.5,B,Lightning,44.6061,-105.3747,WY,Aug,7/6/2009,2009,15,0.1,19.74028133,19.24292804,17.91230769,19.57407407,4.115473146,4.110173697,5.151794872,2.674074074,54.81841432,53.57568238,56.33333333,63.25925926,63.2,24,16.3,0.3
2,B,Missing/Undefined,26.09333,-81.63611,FL,Jun,5/12/2009,2009,12,0.1,25.43479657,26.57298475,26.46651163,28.57239404,3.612526767,3.575816993,3.454883721,3.867353952,78.61468927,77.18241758,77.8254717,76.41190476,85.8,33.9,19.9,91.8
0.7,B,Campfire,27.10389,-81.9825,FL,May,4/10/2009,2009,12,0.1,23.1957265,24.25531915,25.54502924,24.8875,3.561124694,3.470478723,3.102923977,3.433789062,68.44528302,65.21621622,66.91812865,78.222668,12.6,1.6,1.3,170.5
30,C,Arson,38.5478,-82.8056,KY,Jul,6/5/1999,1999,0,1,22.30010799,23.31839323,23.81361868,24.46451943,1.631857451,1.81987315,1.922568093,1.70194274,75.07065868,76.00934579,82.00913242,75.44074074,61.8,36.1,25.7,68.8
350,E,Missing/Undefined,37.22086001,-83.22164,KY,Feb,1/30/2004,2004,0,10,1.982097458,3.851764706,4.174626866,9.579213483,2.554131356,2.436235294,2.128358209,2.809325843,66.51015801,58.83373494,58.5078534,58.78975033,95.6,4.8,2.8,65.7
0.75,B,Miscellaneous,42.279,-75.2097,NY,Jul,6/19/2014,2014,9,0.1,19.74419921,19.50872093,19.40740741,18.4412993,2.111318619,2.361627907,1.608024691,2.172807425,72.24421594,71.30308219,73.73664122,75.50758765,1804,1202.6,585.2,134.2
1,B,Miscellaneous,30.39478,-97.67093,TX,Dec,11/3/2007,2007,12,0.1,15.68641509,13.33736264,13.02982456,11.48673267,3.400192678,3.631894934,2.867420814,3.254444444,74.07837302,78.62763916,77.11363636,70.54912099,62.2,61.6,9.2,24.5
1,B,Railroad,25.51,-80.39,FL,Sep,8/24/1998,1998,12,0.1,27.69640644,26.7373494,26.52857143,26.64123957,3.15204461,3.133975904,2.831428571,3.490789474,79.47127937,81.11749347,84.65217391,79.95026882,116.3,93.7,72.1,92.3
50,C,Railroad,30.48,-82.33,FL,May,4/11/1998,1998,12,1,19.97651934,21.78501362,23.3137931,25.39917582,2.955939227,3.221798365,3.574712644,2.561348006,71.79102167,73.56838906,72.77070064,71.19208211,43.8,43.5,0.8,0.8
20,C,Debris Burning,33.88334,-80.81666997,SC,Mar,2/24/2003,2003,16,1,12.86068702,15.65769231,17.66981132,16.14171657,3.498473282,3.553076923,3.85754717,3.906187625,69.69879518,70.65405405,67.13402062,66.0952381,167.6,93.4,34.5,151
3,B,Debris Burning,31.6192,-88.6692,MS,Feb,1/29/2006,2006,12,0.1,9.873339658,10.39049394,11.97211155,14.71020599,3.020821394,3.098319328,2.966733068,3.242549203,67.49048152,70.67918089,66.96410256,63.75268268,146.7,67.1,54.1,54.1
10,C,Lightning,28.28,-81.19,FL,Sep,8/13/1993,1993,12,1,26.58222222,25.79805556,25.88630952,25.35777778,3.081111111,2.992222222,2.735119048,3.483888889,80.00868307,83.28012048,83.44375,77.56425406,828.2,681.6,171.7,356.2
120,D,Missing/Undefined,38.234444,-95.015,KS,Jul,6/21/2012,2012,0,3,28.64262735,28.84041995,29.57118644,26.85525965,4.02922252,3.431233596,3.894915254,3.707190413,52.75276243,51.26771654,49.70621469,51.06258322,46.7,17,16,15.6
1,B,Equipment Use,38.41243,-105.15254,CO,Apr,3/29/1995,1995,0,0.1,5.464864865,5.340201005,5.41744186,10.96666667,5.103465347,5.371938776,5.447674419,5.352,57.136,65.38095238,72.1025641,65,194.5,193.5,170.5,101.5
5,B,Lightning,30.36127,-101.5883,TX,Aug,7/13/2008,2008,12,0.1,28.08089261,28.2734072,28.57916667,25.1097931,3.99511855,3.254570637,3.19047619,3.332965517,54.22067039,55.13573407,51.46428571,68.35172414,53.9,0.3,0.3,50.3
0.75,B,Debris Burning,40.7575,-76.39,PA,Mar,2/22/2015,2015,15,0.1,-0.580921053,3.349928673,2.617888563,4.766949153,2.277682686,2.539142857,2.914076246,2.490677966,67.77845684,61.91907514,57.53169014,70.77966102,81,36.1,4.9,0.8
1,B,Miscellaneous,43.56136186,-97.98680305,SD,Apr,3/27/2014,2014,9,0.1,6.36635183,10.00680628,14.75227273,12.3556872,6.670536829,6.623670213,6.249425287,6.400358423,60.9273183,51.69148936,44.68390805,65.22035928,4.1,3.6,0.8,35.7
1,B,Debris Burning,35.25853,-82.70496,NC,Apr,3/22/2009,2009,15,0.1,13.72874494,13.85708061,14.95348837,19.68129649,3.231897436,3.673318386,3.380693069,3.189691817,68.16313559,62.44851259,61.98974359,68.25320513,138.8,64.1,30.1,92.8
450,E,Missing/Undefined,42.4,-87.83,IL,Apr,3/29/2003,2003,9,10,5.974431818,9.039473684,7.011173184,11.22568093,4.768323864,5.053947368,4.118994413,3.985214008,65.62555066,62.47989276,60.95505618,67.40782123,45.8,5.6,1,29.5
2,B,Debris Burning,30.58679752,-93.98161492,TX,Feb,1/8/2010,2010,12,0.1,9.469136961,10.20519963,8.394411178,8.320296571,2.329362101,2.459610028,2.222754491,2.245690454,76.74610895,78.68491835,84.97971602,73.48495486,67.8,52.1,30,75.3
3,B,Lightning,46.10014,-91.21146,WI,Jun,5/13/2006,2006,9,0.1,17.27027624,19.65146727,17.58954545,20.16741935,1.801160093,1.774878049,1.795187166,1.623706897,60.81786543,60.23902439,62.34224599,63.14008621,30.1,15.7,11.1,34.2
8,B,Debris Burning,33.48165,-86.69997,AL,Apr,3/12/1996,1996,16,0.1,12.005,11.79611111,10.64583333,19.22972222,4.185277778,4.008611111,4.026785714,3.885833333,62.51067073,65.72368421,62.51898734,67.29402262,93.3,37.5,5.5,60.8
3,B,Equipment Use,32.692843,-99.688568,TX,Aug,7/19/2013,2013,12,0.1,28.86905055,28.71127098,26.94677419,28.41904177,4.198890259,4.268105516,3.126344086,3.738083538,57.72996301,56.95683453,62.38709677,50.61425061,22.7,22.1,5.3,1.3
20,C,Equipment Use,33.3544,-87.6558,AL,Jul,6/20/2000,2000,16,1,28.24828532,30.20869565,29.94642857,27.19756428,2.006392694,2.244164038,2.230519481,1.933486943,64.37418301,57.92380952,56.79084967,69.23960067,4.2,1.5,1.5,65.9
5,B,Lightning,36.11472222,-105.8416667,NM,Jul,6/3/2008,2008,0,0.1,17.9637883,18.84044527,18.76190476,19.41666667,3.863091922,3.343784787,3.024404762,3.947222222,30.7915506,38.21057514,39.18055556,44.66666667,4.2,1.6,0.3,0.3
1,B,Equipment Use,33.50236299,-97.24089046,TX,Aug,7/13/2009,2009,16,0.1,28.43572296,27.89195402,29.93636364,27.56949602,3.505105853,3.481578947,4.545402299,3.469798658,63.05808081,67.95331695,59.70114943,61.30148048,73.9,66.2,1.3,24.7
1,B,Campfire,44.466969,-74.377124,NY,Jul,6/17/2003,2003,15,0.1,18.36350148,18.83478261,17.13772455,18.94855305,2.470178042,2.810724638,3.015568862,1.771965628,69.25521669,70.37614679,72.66025641,80.67839196,8.5,3.1,3.1,77.7
10,C,Debris Burning,37.3747,-84.3492,KY,Jul,6/17/1999,1999,0,1,23.33367742,24.54601542,22.69405405,25.35782665,1.950580645,1.797943445,1.836216216,1.857438551,75.30346821,76.26571429,78.63690476,70.33863965,74.4,30.1,10.5,50.2
1,B,Debris Burning,32.42908002,-80.75157997,SC,Jul,6/29/2006,2006,12,0.1,28.74526316,29.40311111,29.4368932,28.43161765,2.429815303,2.249777778,2.189320388,2.574019608,68.39417989,68.80803571,70.55339806,75.72058824,12.7,3.3,3.3,80.2
3,B,Railroad,35.7017,-78.5883,NC,May,4/25/1998,1998,15,0.1,17.9192351,19.16940639,20.9814433,23.44439746,2.522497188,2.401826484,2.674742268,2.497463002,75.44770408,76.68019093,72.30851064,76.84150513,72.2,33.9,23.7,81.4
10,C,Miscellaneous,37.342911,-83.137268,KY,Mar,2/13/2014,2014,0,1,3.034222631,3.163288719,7.443378995,8.854134615,2.515449438,2.280273438,2.982296651,2.449019608,65.74882849,65.25,59.23444976,63.54215686,128.5,73.9,7.6,120.8
1,B,Campfire,36.60889,-82.56306,VA,Mar,2/14/2009,2009,0,0.1,5.309842041,7.250614251,10.17098446,10.1741573,2.385540705,2.318181818,2.195336788,2.498426966,64.84329349,64.86629526,68.54022989,70.25251256,70.7,34.6,23.1,84.1
1,B,Debris Burning,32.69074998,-80.91810998,SC,Aug,7/6/2006,2006,12,0.1,29.07863636,29.60654206,29.87956989,27.94887781,2.546469248,2.481308411,2.806451613,2.565336658,69.26027397,71.39252336,72.25806452,77.2275,14.7,6.1,2.8,84
1,B,Arson,33.5093935,-97.1973194,TX,Sep,8/13/2010,2010,16,0.1,27.84271186,25.9753507,25.70221402,22.23244552,4.144683258,4.916465863,5.351481481,2.504848485,66.00481348,72.17303371,78.06849315,68.95079787,241.9,223.3,163.1,20.2
15,C,Railroad,26.92,-81.98,FL,Feb,1/17/2000,2000,12,1,14.70803949,15.13714286,16.875,19.6971935,3.276304654,3.285142857,3.34875,3.45745938,68.23125997,68.53674121,67.37301587,69.77457627,44.9,17.6,3.1,3.9
1.4,B,Arson,30.98752,-92.76967,LA,Dec,11/21/2010,2010,12,0.1,13.276,7.910762332,10.7421875,12.66015831,1.556827586,1.323318386,1.875,1.662532982,75.50771388,70.15695067,67.8828125,78.10695187,36.3,6.6,1.5,31.5
1,B,Debris Burning,29.3242,-98.2592,TX,Apr,3/12/2008,2008,12,0.1,19.87898424,20.97340116,21.72295082,21.27537175,4.485551664,4.419186047,4.397131148,4.310687732,75.29588015,82.64461538,79.05531915,67.73726274,7.9,4.6,1,66.1
15,C,Debris Burning,43.1401,-98.4269,SD,Apr,3/17/2015,2015,9,1,7.07202381,9.120575221,11.22916667,13.5719697,5.796424315,5.888716814,6.838541667,5.555277476,59.75966184,59.58108108,52.91666667,65.72258772,8,6.7,5.1,106.4
1.5,B,Equipment Use,39.55881,-74.44805001,NJ,Feb,1/26/2006,2006,0,0.1,3.310871694,1.32007722,0.44957265,4.699227373,4.81380999,4.699227799,3.713675214,4.784402655,66.559,66.8128655,62.09170306,54.18576196,96.2,54.4,7.6,18.2
