Fire_Size,Fire_Cause,Latitude,Longitude,State,Discovery_Date
2.0,Lightning,63.4162,-151.1356,AK,6/6/1996
4.0,Lightning,46.66639088,-100.6436355,ND,6/30/2005
2.0,Equipment Use,30.31,-85.28,FL,2/22/2000
25.0,Arson,34.6333,-79.4167,NC,2/10/2000
2.0,Debris Burning,35.3,-79.0,NC,2/20/2003
1.0,Debris Burning,32.685982,-96.26225,TX,5/27/2014
0.8,Arson,31.59811462,-81.97083206,GA,2/5/2007
1.0,Debris Burning,33.154367,-94.127855,TX,7/2/2010
50.0,Missing/Undefined,28.45695,-81.87833,FL,1/24/2009
4.0,Lightning,44.66789998,-98.57449998,SD,6/16/2006
5.0,Debris Burning,28.8656,-82.2775,FL,4/4/2002
1.0,Debris Burning,35.2967,-87.4717,TN,8/12/1999
2.0,Arson,32.53332999,-95.38333001,TX,7/25/2003
1.0,Arson,32.7733,-89.5472,MS,11/3/2000
2.93,Debris Burning,32.34042137,-83.59377598,GA,1/5/2004
8.0,Debris Burning,44.1616683,-89.3356695,WI,3/6/2005
4.0,Campfire,42.321299,-74.33617,NY,4/7/2001
10.0,Debris Burning,33.56940789,-95.38014733,TX,10/31/2010
20.3,Debris Burning,36.5867,-83.4667,TN,1/20/1997
0.8,Debris Burning,32.66389,-93.71784,LA,7/10/2012
5.0,Debris Burning,42.565049,-92.829712,IA,4/7/2014
35.0,Miscellaneous,29.5299,-98.78811,TX,2/15/2008
3.0,Debris Burning,31.98016999,-95.08116999,TX,4/12/2006
0.8,Campfire,33.80485734,-82.81495237,GA,10/5/2006
8.0,Debris Burning,36.1633,-88.655,TN,9/2/1999
32.25,Arson,34.496381,-85.44027933,GA,1/13/2006
10.0,Debris Burning,33.05314,-85.84367,AL,4/19/1996
5.0,Campfire,31.64168,-92.34808,LA,4/10/2010
10.0,Arson,33.37758,-92.48815,AR,1/19/2007
100.0,Lightning,44.46669999,-101.9694,SD,7/17/2006
1.0,Equipment Use,37.78084084,-81.41023819,WV,2/9/2008
2.3,Arson,40.72,-78.505,PA,2/19/2009
1.0,Debris Burning,32.39791,-95.29375,TX,6/19/1999
20.0,Missing/Undefined,32.673933,-89.770959,MS,2/25/2008
109.0,Miscellaneous,36.98555,-78.96833,VA,1/11/2008
100.0,Debris Burning,33.64055998,-81.57499999,SC,2/25/2004
15.0,Debris Burning,32.0347,-88.8086,MS,3/22/2007
1.0,Powerline,47.03807655,-94.95232303,MN,5/6/2010
2.5,Debris Burning,34.78878,-77.35703,NC,1/12/2005
15.0,Arson,39.73333,-74.96249,NJ,9/27/2001
100.0,Railroad,26.72,-81.79,FL,4/15/2000
3.0,Debris Burning,29.25572419,-99.78022932,TX,1/18/2010
116.0,Debris Burning,30.57138998,-95.44527002,TX,6/27/2005
1.0,Miscellaneous,41.85111111,-123.9269444,CA,8/27/2008
2.0,Debris Burning,36.9336,-88.8789,KY,9/13/1998
2.5,Equipment Use,40.7106,-74.8583,NJ,8/19/2008
3.0,Lightning,29.53,-82.7,FL,5/14/2000
100.0,Debris Burning,32.5689,-92.1475,LA,8/17/2000
25.0,Missing/Undefined,34.56429,-79.27983,NC,5/18/2008
4.0,Lightning,29.34555998,-81.55417,FL,7/6/2006
1.0,Debris Burning,30.8786,-101.37808,TX,7/8/2009
0.75,Debris Burning,42.9672078,-71.250924,NH,2/25/1998
6.0,Arson,25.61749998,-80.50416998,FL,10/16/2003
3.0,Debris Burning,32.54902926,-92.98524344,LA,7/9/2005
20.0,Miscellaneous,30.6458,-88.8269,MS,2/12/2004
1.5,Debris Burning,30.32360999,-83.12971998,FL,10/24/2005
5.0,Arson,34.14727,-80.04609,SC,11/9/2007
80.0,Equipment Use,27.96,-80.65,FL,4/15/1994
2.0,Debris Burning,34.24278,-92.45901,AR,1/31/2008
1.0,Smoking,31.52713483,-100.469083,TX,5/19/2009
16.0,Debris Burning,34.4658,-93.8803,AR,2/21/2001
2.0,Debris Burning,33.45862,-87.04859,AL,2/22/1996
1.0,Equipment Use,37.95194444,-120.825,CA,7/5/2005
2.2,Debris Burning,47.56788148,-94.84486762,MN,3/10/2005
5.0,Missing/Undefined,32.068818,-89.333705,MS,2/24/2010
16.0,Lightning,35.57387,-83.94784,TN,5/14/2008
275.0,Arson,34.90467,-76.44383,NC,3/26/2009
1.0,Debris Burning,32.28125,-95.14792,TX,8/31/1999
1.17,Miscellaneous,40.67954661,-73.37238827,NY,3/1/2003
20.0,Debris Burning,30.4308,-98.790123,TX,11/9/2015
12.0,Debris Burning,30.26417,-85.60166,FL,3/23/2008
2.5,Debris Burning,35.6667,-81.4,NC,9/11/2000
18.0,Arson,36.9728,-83.7928,KY,4/15/2000
4.0,Debris Burning,34.555,-78.7583,NC,2/18/1999
1.0,Equipment Use,43.234553,-75.777697,NY,4/15/1996
1000.0,Railroad,37.4414,-83.3475,KY,9/26/2001
0.75,Lightning,30.97832,-92.79672,LA,1/18/2010
2.38,Debris Burning,31.83931957,-81.46389792,GA,2/13/2008
3.0,Debris Burning,33.2039,-86.285,AL,1/23/2000
15.0,Equipment Use,26.75111,-80.36583,FL,3/4/2007
25.0,Arson,37.2381,-83.5686,KY,10/18/1998
45.0,Debris Burning,32.47292,-95.34375001,TX,10/30/2002
4.9,Lightning,28.8358,-81.4275,FL,5/6/2001
2.0,Debris Burning,35.85133,-83.39967,TN,4/6/2008
4.9,Arson,35.54332998,-87.92332998,TN,3/11/2006
2.5,Miscellaneous,36.8086,-83.7772,KY,11/3/2001
1.0,Arson,34.6356,-84.0328,GA,8/27/1999
20.0,Lightning,45.16190002,-102.7416,SD,6/12/2006
1.0,Miscellaneous,32.9751204,-96.33248,TX,8/6/2013
10.0,Debris Burning,42.400202,-75.5911,NY,3/9/1997
10.0,Miscellaneous,32.024347,-97.232634,TX,4/1/2014
70.0,Lightning,27.69861002,-80.86249998,FL,6/24/2006
18.37,Railroad,33.87484786,-83.36973049,GA,5/31/2009
1.0,Miscellaneous,33.19619,-93.41931,AR,9/28/2010
3.0,Arson,33.6911,-85.4572,AL,2/20/1997
2.0,Arson,29.965,-81.50945,FL,5/3/2009
12.0,Debris Burning,32.86041997,-94.09375,TX,7/11/2001
1.0,Debris Burning,33.4992,-89.3603,MS,1/29/2002
1.0,Children,39.59167,-75.08334,NJ,10/10/2001
1.0,Debris Burning,32.44792,-95.05625,TX,1/25/1999
1.0,Missing/Undefined,38.42578001,-82.81639999,KY,3/5/2003
35.0,Debris Burning,35.2417,-79.1017,NC,3/10/1999
1.0,Debris Burning,29.94499998,-82.94860999,FL,12/1/2004
7.0,Miscellaneous,33.10467,-92.67878,AR,1/12/2008
5.0,Arson,30.30110999,-81.47638997,FL,1/19/2006
10.0,Equipment Use,46.91142453,-95.15528699,MN,3/16/2010
4.0,Lightning,34.4014,-95.4019,OK,8/26/2001
3.0,Miscellaneous,41.5759325,-72.5025877,CT,3/30/2006
1.0,Miscellaneous,32.4383208,-96.3350008,TX,1/13/2011
1.0,Debris Burning,30.72418,-94.94269999,TX,2/15/2006
13.0,Missing/Undefined,32.526475,-89.334289,MS,2/22/2008
3.0,Miscellaneous,28.23416667,-80.71333333,FL,5/19/2011
2200.0,Debris Burning,25.4261,-80.3719,FL,1/29/1999
2.5,Arson,33.1456,-86.6489,AL,2/5/2000
120.0,Arson,33.4567,-87.7778,AL,8/16/2000
1.0,Arson,30.9903,-89.3306,MS,5/24/2006
37.0,Arson,37.9025,-83.8475,KY,2/24/2000
1.0,Debris Burning,35.9336,-93.1286,AR,8/29/1999
12.0,Debris Burning,32.7798,-94.2146,TX,1/26/2010
1.0,Missing/Undefined,37.59753999,-83.76641998,KY,10/3/2004
3.0,Debris Burning,33.99925,-85.69325,AL,2/10/1996
1.0,Debris Burning,35.6217,-94.14639999,AR,10/23/2006
12.0,Miscellaneous,32.995,-92.4569,LA,8/28/1999
6.1,Debris Burning,64.45,-146.9,AK,3/24/2008
2.0,Smoking,35.8617,-81.3683,NC,3/23/1999
70.0,Arson,33.44375,-94.53958,TX,1/1/1997
3.0,Arson,30.50694,-87.39249,FL,2/10/2008
60.0,Miscellaneous,33.0356,-93.9767,AR,3/30/2001
1.0,Equipment Use,32.7667,-93.0597,LA,7/21/1999
10.0,Arson,31.93957997,-95.00207999,TX,1/22/2000
3.0,Debris Burning,30.7046643,-98.1041306,TX,1/21/2012
5.0,Debris Burning,36.2233,-88.65,TN,5/19/1999
30.0,Debris Burning,37.29893192,-92.64576416,MO,1/16/1994
1.0,Miscellaneous,32.442495,-95.137975,TX,5/22/2014
9.0,Debris Burning,44.30576572,-85.35448517,MI,4/9/2005
1.0,Miscellaneous,32.26875,-95.05209,TX,7/13/1998
1.0,Debris Burning,29.18889026,-98.60527202,TX,8/20/2009
5.0,Debris Burning,33.73333,-79.65,SC,11/1/2007
340.0,Debris Burning,31.13659,-88.08255,AL,2/3/1996
1.0,Equipment Use,34.50235,-79.65090999,SC,5/8/2007
3.0,Lightning,37.16083333,-107.3919444,CO,6/27/2000
1.0,Equipment Use,36.79167,-79.53333,VA,2/26/2008
3.0,Children,34.8075,-82.2031,SC,11/21/2000
1.0,Miscellaneous,42.93471827,-73.955484,NY,2/20/2004
5.0,Miscellaneous,35.5442,-94.9467,OK,3/1/1997
3.9,Debris Burning,43.23842,-102.46542,SD,3/8/2014
3.5,Lightning,37.3275,-107.3738889,CO,7/31/2004
2.0,Arson,37.1136,-83.6914,KY,3/22/1999
1.5,Arson,40.33472001,-75.61666999,PA,10/2/2004
25.0,Arson,32.1769,-89.0311,MS,7/22/2000
50.0,Arson,37.1447,-83.2147,KY,11/5/2001
1.0,Miscellaneous,34.36423,-79.4651,SC,3/1/2009
30.0,Debris Burning,35.41500001,-85.01833001,TN,2/6/2006
2.0,Miscellaneous,30.49,-81.94,FL,4/27/1992
5.0,Lightning,32.74946986,-99.71310982,TX,7/3/2009
2.0,Debris Burning,40.26,-87.65,IL,2/19/2004
1.0,Missing/Undefined,31.488318,-88.650012,MS,4/30/2008
2.0,Debris Burning,34.0517,-78.5183,NC,1/21/1996
15.0,Arson,40.900786,-72.492616,NY,4/25/2002
80.0,Debris Burning,48.3765,-114.3552,MT,3/21/2002
1.2,Miscellaneous,44.65393223,-73.49725339,NY,3/25/2010
2.5,Missing/Undefined,28.45056,-82.31166997,FL,7/21/2006
9.0,Lightning,28.455,-81.25554999,FL,4/29/2006
0.84,Equipment Use,45.126006,-89.809792,WI,7/23/2010
4.0,Arson,35.065,-79.0517,NC,2/16/1994
63.0,Equipment Use,36.0939,-93.4731,AR,3/20/1999
43.0,Arson,37.79664518,-81.72015158,WV,3/8/1997
2.5,Debris Burning,47.20861418,-95.01270404,MN,3/8/2006
1.5,Debris Burning,33.3494,-86.195,AL,1/19/1997
51.0,Arson,31.65472,-92.36152,LA,5/23/2008
0.75,Miscellaneous,41.3759,-73.7834,NY,10/5/2014
1.35,Debris Burning,31.98440119,-83.48595289,GA,6/29/2008
5.0,Railroad,30.51,-82.01,FL,8/22/1992
2.0,Debris Burning,35.065,-84.7917,TN,3/7/2002
5.0,Arson,36.3147,-94.6569,OK,10/10/1999
4.0,Missing/Undefined,31.726996,-88.686827,MS,2/6/2010
2.0,Arson,32.8519,-89.5639,MS,2/5/2006
1.0,Debris Burning,43.00385237,-76.84848024,NY,2/15/2010
0.52,Children,42.9672078,-71.250924,NH,4/1/1998
19.0,Debris Burning,36.25577,-92.11795,AR,2/15/2009
3.5,Miscellaneous,34.3317,-77.875,NC,6/6/1997
3.0,Campfire,33.25882,-85.86868,AL,2/12/1996
3.0,Arson,32.55537094,-93.54422118,LA,6/10/2006
258.0,Arson,41.04583,-75.87333999,PA,4/11/2005
8.0,Campfire,33.6194,-81.1208,SC,3/22/2001
4.0,Debris Burning,35.04421999,-79.43490001,NC,3/12/2006
3.0,Arson,36.79083333,-82.21,VA,10/11/2012
2.4,Debris Burning,32.15357605,-84.33494275,GA,10/10/2010
1.0,Railroad,33.4583,-86.9967,AL,6/19/2000
2.0,Miscellaneous,35.565,-105.1869,NM,5/16/2006
7.0,Arson,34.08332998,-80.06666999,SC,2/12/2006
2.0,Miscellaneous,35.34848001,-93.35389001,AR,1/5/2003
1.0,Missing/Undefined,37.75796999,-83.5279,KY,11/3/2003
1.0,Miscellaneous,32.07071,-94.54385998,TX,2/23/2006
2.0,Debris Burning,32.3272,-94.68076,TX,11/24/2007
500.0,Lightning,44.68379999,-102.7339,SD,7/4/2006
3.0,Debris Burning,35.8433,-84.7217,TN,8/12/2002
6.0,Debris Burning,32.1333,-81.0167,SC,2/8/2002
10.0,Missing/Undefined,31.66054997,-97.07499999,TX,1/13/2006
15.0,Debris Burning,31.64756,-88.21929,AL,2/13/1994
25.0,Debris Burning,35.0267,-86.4683,TN,1/25/2001
3.27,Debris Burning,30.92517,-90.14393,LA,1/2/2014
10.0,Debris Burning,30.88820357,-93.35847268,LA,2/4/2006
15.0,Arson,33.5303,-85.4581,AL,7/23/2002
20.0,Miscellaneous,33.12156999,-97.18731997,TX,3/14/2006
2.0,Debris Burning,35.3083,-78.065,NC,3/15/1999
6.0,Equipment Use,39.49,-92.21,MO,8/29/2007
8.0,Missing/Undefined,37.66381998,-82.94855,KY,10/20/2005
1.0,Debris Burning,32.701439,-96.279459,TX,2/10/2010
80.0,Debris Burning,36.01032997,-91.68465999,AR,1/28/2006
1.0,Smoking,34.04765998,-92.06998001,AR,2/28/2003
1.7,Children,43.539194,-70.717667,ME,3/31/2009
1.0,Missing/Undefined,34.856551,-88.190342,MS,1/31/2011
1.0,Missing/Undefined,37.58825998,-84.22849,KY,10/3/2003
2.0,Equipment Use,30.26,-82.28,FL,4/30/1998
4.0,Miscellaneous,38.25111111,-120.4761111,CA,7/20/2006
2.0,Debris Burning,30.818625,-96.47632,TX,11/7/2015
4.0,Debris Burning,30.40110999,-94.63722001,TX,2/22/2004
2.0,Debris Burning,35.3083,-78.9917,NC,3/2/1993
20.0,Miscellaneous,30.7628,-88.5578,MS,1/27/2007
2.9,Debris Burning,45.33849,-87.61185,MI,3/9/2009
5.0,Debris Burning,32.14961998,-95.12445,TX,5/29/2006
4.6,Lightning,37.3992,-112.3439,UT,6/28/2009
9.5,Debris Burning,32.6594,-85.9458,AL,6/22/2000
1.0,Equipment Use,35.144062,-81.784805,SC,6/5/2010
10.0,Equipment Use,30.65,-82.03,FL,11/23/2000
4.2,Arson,31.4808,-81.5553,GA,1/9/1998
4.0,Debris Burning,31.4522,-89.7847,MS,6/20/2000
1.0,Lightning,32.849896,-96.266327,TX,6/23/2014
80.0,Miscellaneous,29.34636,-100.9287,TX,1/22/2008
3.0,Arson,37.15172118,-90.21170124,MO,3/3/1997
50.0,Debris Burning,44.3914,-97.2591,SD,9/15/2008
30.0,Debris Burning,32.32861001,-96.29806,TX,2/1/2006
6.0,Campfire,32.61139,-86.65236,AL,11/12/1995
2.0,Missing/Undefined,36.04516997,-95.06917002,OK,2/17/2005
1.0,Miscellaneous,33.6448195,-95.5810453,TX,8/9/2013
25.0,Missing/Undefined,30.600126,-89.715716,MS,1/11/2008
1.5,Miscellaneous,34.2522,-80.6814,SC,7/7/2002
3.0,Equipment Use,32.096682,-101.308279,TX,7/14/2010
3.0,Miscellaneous,34.9167,-79.65,NC,1/13/2003
1.5,Railroad,31.41853,-86.17032,AL,1/2/1995
15.0,Arson,33.9572,-89.9503,MS,7/15/2004
75.0,Miscellaneous,30.01467998,-97.73686001,TX,1/13/2006
2.0,Arson,33.2917,-86.5267,AL,8/3/1999
3.0,Debris Burning,38.68914466,-82.13134767,WV,2/25/2010
2.0,Debris Burning,30.762363,-98.20619,TX,3/26/2010
6.0,Arson,33.9911,-85.6936,AL,10/1/1998
3.0,Debris Burning,31.3442728,-94.5881445,TX,8/28/2013
1.0,Arson,30.6206793,-98.2380424,TX,7/31/2010
1.0,Debris Burning,30.27392,-95.90925,TX,9/5/2012
2.0,Debris Burning,33.0736,-89.1789,MS,1/30/2006
2.4,Debris Burning,47.20128773,-94.96406154,MN,2/28/2007
53.0,Miscellaneous,43.42668,-74.023692,NY,4/6/1995
3.0,Debris Burning,30.17369999,-98.22221,TX,8/15/2006
4.0,Miscellaneous,32.6067,-92.8719,LA,3/3/1997
0.9,Debris Burning,31.8933,-85.0828,GA,1/16/1999
0.91,Smoking,33.14152839,-81.78473135,GA,2/5/2007
34.8,Debris Burning,34.4131,-85.1728,GA,2/18/1999
2.5,Railroad,30.65,-87.17,FL,4/8/1995
2.1,Campfire,43.611464,-112.056525,ID,7/9/2010
10.0,Arson,35.156533,-88.24352,TN,3/22/2009
4.0,Debris Burning,34.54332998,-92.33165999,AR,2/8/2004
5.0,Equipment Use,30.36,-85.85,FL,3/8/1997
1.0,Debris Burning,34.2189,-92.4436,AR,7/4/2000
4.0,Missing/Undefined,34.72441,-79.21368,NC,4/16/2007
50.0,Missing/Undefined,31.225389,-90.011301,MS,1/8/2009
60.0,Lightning,44.03129999,-101.3773,SD,7/13/2006
1.0,Debris Burning,30.615773,-96.286197,TX,6/1/2014
1.0,Children,43.729133,-75.528485,NY,7/4/1999
1.0,Miscellaneous,31.9209581,-94.6674588,TX,4/1/2013
2.0,Miscellaneous,34.165,-80.4875,SC,8/21/1997
1.0,Equipment Use,33.6242,-81.5406,SC,7/18/2001
10.0,Arson,30.4797,-88.3014,AL,1/7/2001
1.0,Smoking,35.0333,-79.3833,NC,1/20/2004
3.0,Arson,34.62165997,-93.37166001,AR,10/24/2005
1.0,Arson,35.2983,-77.6717,NC,3/20/1994
2.0,Debris Burning,34.56,-92.4475,AR,8/20/2001
3.58,Debris Burning,31.89909204,-84.26864235,GA,1/20/2005
1.0,Debris Burning,36.136949,-120.283098,CA,3/15/2012
1.0,Debris Burning,33.40877,-92.72205,AR,2/21/2010
2.0,Miscellaneous,33.09375001,-94.45208,TX,8/15/2000
10.0,Arson,34.2797,-88.0475,AL,8/31/1998
8.0,Equipment Use,39.62917,-75.20416,NJ,6/8/1997
4924.0,Lightning,33.733611,-108.433333,NM,6/19/2009
260.0,Arson,38.3133,-83.0022,KY,3/8/1999
1.0,Missing/Undefined,31.894151,-90.359055,MS,4/27/2010
1.0,Debris Burning,32.8153,-86.6575,AL,9/25/2000
1.0,Debris Burning,33.117048,-97.544281,TX,2/27/2014
3.0,Miscellaneous,39.32083,-74.8875,NJ,3/20/2002
30.0,Debris Burning,37.45,-97.06,KS,9/17/2005
35.0,Arson,31.7444,-88.875,MS,10/14/2003
10.0,Debris Burning,34.06966,-79.96036,SC,11/1/2007
9.0,Debris Burning,33.75314888,-82.49746098,GA,1/23/2004
20.0,Debris Burning,34.8667,-79.2333,NC,1/6/2002
1.0,Missing/Undefined,46.8581,-122.5407,WA,5/30/2005
1.0,Debris Burning,31.5469,-89.7033,MS,8/3/2004
30.0,Lightning,45.2999,-108.6737,MT,7/31/2002
30.0,Miscellaneous,31.3614,-90.2508,MS,2/15/2006
80.0,Debris Burning,33.73455,-86.90867,AL,3/13/1996
6.0,Lightning,46.77138889,-115.4483333,ID,6/26/2009
1.0,Miscellaneous,43.334418,-97.9757309,SD,3/27/2014
23.0,Debris Burning,37.34976686,-92.24338628,MO,2/18/1995
20.0,Lightning,29.46,-82.28,FL,5/16/2000
10.0,Lightning,27.1108,-80.6206,FL,3/16/2002
5.0,Debris Burning,35.485,-77.5417,NC,6/12/1993
1.0,Debris Burning,32.1461844,-94.53946044,TX,9/3/2009
3.0,Debris Burning,29.1689,-97.4581,TX,3/3/2008
3.0,Debris Burning,30.46994,-98.23558,TX,11/23/2007
1.0,Arson,37.5181,-83.8611,KY,3/25/1999
3.0,Lightning,47.92888889,-113.4366667,MT,7/6/2003
1.0,Debris Burning,31.63353441,-92.26095945,LA,7/30/2005
1.0,Miscellaneous,32.12708,-94.86875,TX,7/9/1998
100.0,Miscellaneous,37.3164,-83.0819,KY,9/24/2001
5.0,Debris Burning,29.61611,-82.68278001,FL,11/29/2004
3.06,Debris Burning,31.00480885,-83.30694463,GA,2/11/2005
9.59,Equipment Use,32.40527323,-83.97321569,GA,2/12/2004
0.8,Debris Burning,32.46417,-80.74197,SC,5/8/2008
40.0,Missing/Undefined,21.4572964,-158.1662903,HI,6/5/2005
1.0,Arson,34.9833,-79.2167,NC,1/17/2001
1.0,Miscellaneous,36.498873,-101.359177,TX,2/12/2012
15.08,Debris Burning,32.74195607,-83.80069025,GA,7/1/2004
12.0,Lightning,42.9308,-113.4078,ID,6/29/2010
5.0,Miscellaneous,31.5297,-87.2025,AL,3/12/2001
15.0,Debris Burning,40.55694444,-122.2280556,CA,10/3/1996
15000.0,Lightning,33.57027778,-109.3808333,AZ,5/31/2007
7.0,Arson,34.0,-80.3167,SC,7/11/2001
2.0,Debris Burning,33.34165998,-93.79733,AR,6/12/2005
10.0,Arson,30.8133,-88.5831,MS,9/9/2006
4.0,Debris Burning,30.20461,-95.67381,TX,3/24/1998
1.0,Miscellaneous,30.4285576,-95.4248557,TX,8/3/2012
10.0,Arson,33.36997,-80.7639,SC,4/18/2008
4.0,Arson,31.7311,-88.9958,MS,3/15/2006
10.0,Children,34.73332997,-79.73333,SC,2/3/2005
7.0,Arson,34.3089,-88.0475,AL,8/1/1999
3400.0,Lightning,42.96,-110.5394444,WY,6/11/2002
1.0,Debris Burning,37.54611,-93.38767,MO,8/8/1999
1.0,Debris Burning,30.8787551,-97.87118953,TX,2/14/2009
59.0,Lightning,43.59333333,-104.0413889,SD,6/25/2012
12.0,Arson,30.6842,-87.7078,AL,2/4/1997
3.0,Smoking,30.33,-81.79,FL,2/11/1996
32.71,Railroad,31.47257706,-82.28858467,GA,4/7/2007
1.0,Debris Burning,37.49694444,-119.9119444,CA,11/26/1995
20.0,Arson,35.2867,-87.685,TN,6/27/1999
100.0,Missing/Undefined,37.09025493,-102.5486812,CO,3/28/2005
2.0,Missing/Undefined,32.066844,-88.529833,MS,5/23/2008
2.0,Equipment Use,30.29,-85.855,FL,3/14/1997
3.0,Arson,32.9622,-88.6647,MS,5/24/2005
20.0,Arson,35.1,-88.67,TN,7/29/1999
3.0,Missing/Undefined,31.519064,-89.898052,MS,2/18/2011
8.0,Debris Burning,30.6406,-88.4478,MS,3/6/2001
0.88,Arson,31.40981774,-82.42541752,GA,2/20/2007
17.0,Children,34.1333,-79.8,SC,5/4/2002
6.0,Missing/Undefined,37.8108807,-103.3870131,CO,6/20/2005
2.0,Arson,32.2867,-93.28,LA,9/5/1997
1.0,Lightning,33.49919,-110.04256,AZ,6/16/2012
2.0,Children,34.45503001,-78.13740999,NC,3/16/2006
1.0,Miscellaneous,29.80139001,-82.3975,FL,3/17/2007
20.0,Debris Burning,33.349262,-81.855621,SC,11/5/2010
1.0,Equipment Use,33.6253,-81.60991,SC,9/6/2007
1.0,Powerline,45.999689,-91.81747,WI,3/30/2001
17.0,Children,26.20444,-81.53223,FL,3/11/2009
2.0,Missing/Undefined,33.751653,-89.404153,MS,7/18/2010
40.0,Lightning,42.18222222,-110.7672222,WY,8/16/2005
13.0,Miscellaneous,37.62,-97.03,KS,11/24/2005
7.0,Railroad,34.87181,-79.65029,NC,4/9/2005
1.0,Equipment Use,35.2017,-85.3983,TN,3/21/2002
11.5,Children,40.00741998,-74.11697998,NJ,3/1/2006
300.0,Campfire,45.21437,-119.35421,OR,10/10/1999
6.07,Debris Burning,31.78039,-92.34113,LA,9/7/2014
4.0,Lightning,26.33,-81.51,FL,4/21/1999
20.0,Miscellaneous,30.70457998,-97.74061,TX,2/6/2007
1.0,Debris Burning,35.48105,-79.1265,NC,4/19/2005
0.71,Lightning,44.92475908,-116.3428611,ID,8/5/2015
1.2,Debris Burning,31.47827,-93.66693,LA,5/24/2012
6.0,Children,40.9685,-74.6224,NJ,2/25/2014
6.0,Miscellaneous,39.974617,-81.904396,OH,3/2/2014
14.0,Miscellaneous,32.67611111,-116.6319444,CA,6/14/2005
2.0,Equipment Use,33.8417,-94.0281,AR,7/14/2001
5.4,Railroad,33.69683867,-82.75735334,GA,4/10/2004
10.0,Debris Burning,39.62075305,-91.48250698,MO,1/19/1994
5.0,Equipment Use,35.51611111,-121.0569444,CA,5/10/2004
16.11,Debris Burning,32.03096128,-84.16558241,GA,3/15/2010
7.0,Missing/Undefined,31.293991,-91.115136,MS,1/31/2009
1.0,Miscellaneous,36.69465,-91.99715,MO,1/25/2002
3.0,Lightning,34.6977,-92.82368001,AR,7/30/2003
1.0,Debris Burning,30.28332998,-95.39999999,TX,4/14/2002
13.0,Debris Burning,36.4222,-93.71,AR,9/9/2000
3.0,Debris Burning,35.29483,-79.54202,NC,1/13/2005
1.0,Arson,37.7112,-104.87454,CO,6/5/1994
1.0,Lightning,42.483347,-74.489284,NY,8/9/1998
30.0,Arson,30.0619444,-89.7852778,LA,1/19/1997
6.0,Railroad,33.6644,-93.7886,AR,3/14/1997
2.3,Arson,33.7617,-85.2889,GA,2/12/1998
0.75,Debris Burning,43.4633275,-71.1417572,NH,3/21/2005
940.0,Lightning,26.0522,-80.6733,FL,7/20/2001
1.0,Debris Burning,33.5016222,-97.1489516,TX,7/24/2009
15.0,Debris Burning,30.62544,-88.26676,AL,1/6/1996
11699.5,Lightning,64.1211,-160.2978,AK,5/21/2013
1.0,Missing/Undefined,36.05675,-80.58779,NC,3/27/2007
10.0,Missing/Undefined,30.94167001,-86.11722997,FL,3/14/2007
1.0,Miscellaneous,41.38194444,-123.9011111,CA,5/22/2008
5.0,Missing/Undefined,37.57578999,-83.64593998,KY,2/22/2004
1.73,Debris Burning,33.48197981,-82.59086423,GA,2/9/2005
1.0,Miscellaneous,31.5156,-90.5167,MS,3/12/2006
1.0,Arson,35.0167,-79.0,NC,10/7/2000
8796.0,Lightning,42.2594,-107.1967,WY,6/27/2012
1.5,Equipment Use,32.99364,-80.75947,SC,5/7/2008
1.0,Debris Burning,28.92073,-97.89814,TX,5/20/2010
8.0,Debris Burning,32.81559999,-80.60941001,SC,1/18/2006
60.0,Miscellaneous,32.18722002,-95.56193999,TX,3/5/2004
1.0,Debris Burning,33.455,-81.4253,SC,10/15/2000
5.0,Debris Burning,29.26558,-98.09215,TX,9/6/2007
1.0,Missing/Undefined,37.77726001,-83.41386998,KY,1/26/2006
6.0,Arson,33.4081,-86.2975,AL,9/27/1999
2.0,Debris Burning,33.3942,-80.8428,SC,6/17/2000
25.0,Arson,30.99782998,-95.20185999,TX,2/9/2006
130.0,Arson,36.43091998,-94.86047,OK,2/18/2004
2.0,Equipment Use,32.283105,-101.351624,TX,7/14/2010
250.0,Missing/Undefined,33.054,-94.7086667,TX,1/10/2015
20.0,Arson,33.26611999,-91.81450001,AR,7/20/2003
20.7,Equipment Use,43.13962957,-83.20884419,MI,3/16/2003
1.0,Equipment Use,36.05243,-101.485176,TX,3/13/2014
25.0,Missing/Undefined,35.1927377,-94.94391019,OK,1/2/2006
1.5,Children,33.36421,-86.36995,AL,2/1/1996
2.0,Debris Burning,34.03333,-79.01667,SC,10/21/2007
3.0,Missing/Undefined,38.22948999,-83.51400001,KY,2/6/2003
1.0,Children,35.2833,-79.65,NC,2/7/2004
1.0,Lightning,35.78272,-109.23547,AZ,6/19/2008
1.0,Campfire,44.658011,-73.583416,NY,3/30/2004
8.0,Debris Burning,31.09504553,-83.65540633,GA,2/3/2005
1.5,Arson,33.2097,-87.0475,AL,7/7/2002
2171.0,Lightning,41.79972222,-123.4277778,CA,6/11/2007
1.0,Missing/Undefined,31.221161,-89.979554,MS,2/5/2008
1.0,Equipment Use,31.9758,-88.6347,MS,8/13/2002
1.0,Miscellaneous,37.01805555,-120.2788889,CA,2/26/2007
3.0,Lightning,34.7458,-81.0869,SC,7/21/2002
1.0,Arson,31.6828,-88.8361,MS,2/3/2006
4.0,Arson,36.205,-92.175,AR,10/7/1999
